ESTADO,ZONA,RENDA PER CAPITA (em salários mínimos (R$)),ACESSO À INTERNET EM CASA,ACESSO À INTERNET POR MICROCOMPUTADOR,ACESSO À INTERNET POR CELULAR,ACESSO À INTERNET POR TABLET
Piauí,RURAL - Zona rural exclusive aglomerado rural ,"0,25 - 0,5",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"RURAL - Aglomerado rural, isolado, povoado",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","Até 0,25",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Não,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",+5,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",2 - 3,Possui,Sim,Não,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","Até 0,25",Possui,Sim,Não,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",0,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"RURAL - Aglomerado rural, isolado, povoado",1 - 2,Possui,Sim,Sim,Não
Piauí,RURAL - Zona rural exclusive aglomerado rural ,"0,5 - 1",Possui,Sim,Sim,Não
Piauí,RURAL - Zona rural exclusive aglomerado rural ,"Até 0,25",Possui,Não,Sim,Não
Piauí,RURAL - Zona rural exclusive aglomerado rural ,"0,5 - 1",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","Até 0,25",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","Até 0,25",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",2 - 3,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",2 - 3,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",3 - 5,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Não,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","Até 0,25",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Sim,Não,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Não,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",2 - 3,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",+5,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",+5,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Não,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",3 - 5,Possui,Sim,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",2 - 3,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",+5,Possui,Não,Sim,Sim
Piauí,RURAL - Zona rural exclusive aglomerado rural ,"0,25 - 0,5",Possui,Sim,Não,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","Até 0,25",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Sim
Piauí,RURAL - Zona rural exclusive aglomerado rural ,"0,5 - 1",Possui,Não,Sim,Não
Piauí,RURAL - Zona rural exclusive aglomerado rural ,"0,5 - 1",Possui,Não,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Sim
Piauí,"RURAL - Aglomerado rural, isolado, povoado",2 - 3,Possui,Sim,Não,Não
Piauí,"RURAL - Aglomerado rural, isolado, povoado",1 - 2,Possui,Sim,Sim,Sim
Piauí,"RURAL - Aglomerado rural, isolado, povoado","0,25 - 0,5",Possui,Sim,Não,Não
Piauí,"RURAL - Aglomerado rural, isolado, povoado","Até 0,25",Possui,Sim,Não,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Não,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",2 - 3,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",3 - 5,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","Até 0,25",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","Até 0,25",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",3 - 5,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Não,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","Até 0,25",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","Até 0,25",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","Até 0,25",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Sim,Não,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Não,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","Até 0,25",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",3 - 5,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",2 - 3,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",2 - 3,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",3 - 5,Possui,Não,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,RURAL - Zona rural exclusive aglomerado rural ,"0,25 - 0,5",Possui,Não,Sim,Não
Piauí,RURAL - Zona rural exclusive aglomerado rural ,1 - 2,Possui,Sim,Sim,Não
Piauí,RURAL - Zona rural exclusive aglomerado rural ,"0,5 - 1",Possui,Não,Sim,Não
Piauí,RURAL - Zona rural exclusive aglomerado rural ,"0,5 - 1",Possui,Sim,Sim,Não
Piauí,RURAL - Zona rural exclusive aglomerado rural ,"0,25 - 0,5",Possui,Não,Sim,Não
Piauí,RURAL - Zona rural exclusive aglomerado rural ,"0,25 - 0,5",Possui,Não,Sim,Não
Piauí,RURAL - Zona rural exclusive aglomerado rural ,"0,25 - 0,5",Possui,Sim,Sim,Sim
Piauí,RURAL - Zona rural exclusive aglomerado rural ,1 - 2,Possui,Não,Sim,Não
Piauí,RURAL - Zona rural exclusive aglomerado rural ,"0,25 - 0,5",Possui,Não,Sim,Não
Piauí,RURAL - Zona rural exclusive aglomerado rural ,1 - 2,Possui,Não,Sim,Não
Piauí,RURAL - Zona rural exclusive aglomerado rural ,"0,5 - 1",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",3 - 5,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",Sem declaração,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",+5,Possui,Sim,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",Sem declaração,Possui,Sim,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",+5,Possui,Sim,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",+5,Possui,Sim,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",+5,Possui,Sim,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",Sem declaração,Possui,Sim,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",3 - 5,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",3 - 5,Possui,Não,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",2 - 3,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",2 - 3,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",2 - 3,Possui,Sim,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",3 - 5,Possui,Sim,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",2 - 3,Possui,Não,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",2 - 3,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",+5,Possui,Sim,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",2 - 3,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","Até 0,25",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",2 - 3,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",3 - 5,Possui,Sim,Não,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","Até 0,25",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",+5,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Não,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",3 - 5,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",2 - 3,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Não,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",3 - 5,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",+5,Possui,Sim,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",3 - 5,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",+5,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",2 - 3,Possui,Sim,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",+5,Possui,Sim,Não,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",+5,Possui,Sim,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",3 - 5,Possui,Sim,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",3 - 5,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,25 - 0,5",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Sim,Sim
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",2 - 3,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Sim,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Sim,Não,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada",1 - 2,Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
Piauí,"URBANA - Cidade ou vila, área urbanizada","0,5 - 1",Possui,Não,Sim,Não
